City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Vorukh,TJ,39.8494,70.5838,35.47,51,21,9.15,few clouds
459,Merauke,ID,-8.4667,140.3333,77.2,89,100,1.12,light rain
460,Indramayu,ID,-6.3264,108.32,78.71,81,100,1.74,overcast clouds
461,Muisne,EC,0.6,-80.0333,74.37,81,93,8.25,overcast clouds
462,Solnechnoye,RU,43.276,46.507,36.43,82,100,18.75,overcast clouds
463,Baykit,RU,61.67,96.37,8.58,98,99,0.83,overcast clouds
464,Lavrentiya,RU,65.5833,-171.0,14.27,89,97,8.08,overcast clouds
465,Arauca,CO,7.0847,-70.7591,80.91,67,26,4.76,scattered clouds
466,Great Yarmouth,GB,52.6083,1.7305,50.25,83,44,5.86,scattered clouds
467,Kirgiz-Miyaki,RU,53.6324,54.7979,3.88,99,76,3.83,broken clouds
468,Cairns,AU,-16.9167,145.7667,84.07,93,90,6.91,light rain
469,Taltal,CL,-25.4,-70.4833,64.51,71,22,8.25,few clouds
470,Nagamangala,IN,12.8156,76.7575,68.29,97,99,3.94,overcast clouds
471,Jiayuguan,CN,39.8167,98.3,30.0,30,44,10.36,scattered clouds
472,Gat,IL,31.61,34.7642,65.39,56,2,1.43,clear sky
473,Along,IN,28.1667,94.7667,54.25,81,51,1.34,broken clouds
474,Konevo,RU,62.1215,39.3192,30.94,82,100,15.7,overcast clouds
475,Rivers,CA,50.0308,-100.2403,29.16,98,100,7.36,overcast clouds
476,Namwala,ZM,-15.7504,26.4384,74.66,47,36,5.19,scattered clouds
477,Coihaique,CL,-45.5752,-72.0662,57.81,35,20,10.36,few clouds
478,Irbil,IQ,36.1926,44.0106,60.4,32,100,0.92,overcast clouds
479,Novoagansk,RU,61.9449,76.6625,11.88,95,100,9.06,overcast clouds
480,Iwanai,JP,42.9744,140.5089,39.97,59,100,15.12,overcast clouds
481,Curuguaty,PY,-24.4694,-55.6945,78.26,70,46,4.07,scattered clouds
482,Luchegorsk,RU,46.4764,134.2569,17.04,97,79,5.41,broken clouds
483,Sabang,ID,5.8933,95.3214,79.34,81,100,15.88,overcast clouds
484,Asyut,EG,27.181,31.1837,68.7,46,8,6.93,clear sky
485,Wilmington,US,34.2257,-77.9447,60.01,43,0,5.61,clear sky
486,Maunabo,PR,18.0072,-65.8993,82.2,86,27,11.18,scattered clouds
487,Port Lavaca,US,28.615,-96.6261,81.28,53,1,11.5,clear sky
488,Coquimbo,CL,-29.9533,-71.3436,64.13,63,0,14.97,clear sky
489,Marevo,RU,57.3146,32.0804,29.14,76,89,8.01,overcast clouds
490,Tilichiki,RU,60.4667,166.1,19.74,96,86,5.99,overcast clouds
491,Korla,CN,41.7597,86.1469,33.33,46,1,3.4,clear sky
492,Akyab,MM,20.15,92.9,75.74,87,80,4.43,broken clouds
493,Aksarka,RU,66.5606,67.7975,0.63,97,100,5.99,overcast clouds
494,Charters Towers,AU,-20.1,146.2667,80.02,64,2,10.0,clear sky
495,Yeroham,IL,30.9872,34.9314,61.88,52,3,3.4,clear sky
496,Kayerkan,RU,69.3497,87.7602,0.72,95,100,7.4,overcast clouds
497,Lilongwe,MW,-13.9669,33.7873,72.34,63,100,4.18,overcast clouds
498,Yar-Sale,RU,66.8333,70.8333,3.11,96,75,7.0,broken clouds
499,Abalak,RU,58.1286,68.5944,17.71,91,100,9.08,overcast clouds
500,Rodrigues Alves,BR,-7.738,-72.6509,86.2,88,100,2.17,overcast clouds
501,Alofi,NU,-19.0595,-169.9187,80.49,57,75,13.8,light rain
502,Padang,ID,-0.9492,100.3543,75.02,76,100,3.51,overcast clouds
503,Bambous Virieux,MU,-20.3428,57.7575,73.65,88,40,2.3,scattered clouds
504,Angoche,MZ,-16.2325,39.9086,78.1,86,99,6.04,overcast clouds
505,Mujiayingzi,CN,42.1167,118.7833,26.71,74,2,5.57,clear sky
506,Altamira,BR,-3.2033,-52.2064,82.49,89,75,1.14,broken clouds
507,Miraflores,MX,19.2167,-98.8083,70.03,29,33,2.28,scattered clouds
508,Winfield,US,37.2398,-96.9956,72.81,41,2,9.24,clear sky
509,Flin Flon,CA,54.7682,-101.865,30.04,86,90,4.61,light snow
510,Shiyan,CN,32.6475,110.7781,51.42,65,100,2.89,overcast clouds
511,Rayevskiy,RU,54.0658,54.9468,6.24,97,54,4.74,broken clouds
512,Yantongshan,CN,43.2919,126.0094,26.56,91,13,4.59,few clouds
513,Louga,RU,58.7372,29.8453,30.4,71,93,8.41,overcast clouds
514,Sokoni,TZ,-6.4333,39.55,77.29,76,6,9.84,clear sky
515,Granger,US,41.7481,-86.1257,34.97,89,100,6.51,overcast clouds
516,Pimentel,PE,-6.8367,-79.9342,65.62,80,58,13.78,broken clouds
517,Robertsport,LR,6.7533,-11.3686,81.7,78,93,8.52,light rain
518,Zarautz,ES,43.2844,-2.1699,54.61,84,100,7.05,overcast clouds
519,Cranbrook,CA,49.4999,-115.7688,47.8,78,100,7.67,overcast clouds
520,Lazaro Cardenas,MX,17.9583,-102.2,83.7,60,70,7.43,broken clouds
521,Kidal,ML,18.4411,1.4078,78.98,23,18,7.99,few clouds
522,Xingcheng,CN,40.6167,120.7167,36.03,64,0,2.39,clear sky
523,Kingman,US,35.1894,-114.053,82.13,6,1,1.99,clear sky
524,Guerrero Negro,MX,27.9769,-114.0611,84.16,28,0,11.03,clear sky
525,Sheridan,US,44.8333,-106.9173,67.91,18,1,1.01,clear sky
526,Kota Kinabalu,MY,5.9749,116.0724,76.98,88,20,3.44,few clouds
527,Half Moon Bay,US,37.4636,-122.4286,72.63,81,1,0.0,haze
528,Verkhnevilyuysk,RU,63.4453,120.3167,-14.26,100,94,2.21,overcast clouds
529,Peleduy,RU,59.6289,112.7406,25.38,98,100,3.31,light snow
530,Ekhabi,RU,53.5102,142.9671,24.13,91,100,15.5,light snow
531,Angermunde,DE,53.015,13.9992,43.05,96,32,5.14,scattered clouds
532,Sao Francisco Do Sul,BR,-26.2433,-48.6381,73.31,68,40,8.05,scattered clouds
533,Saquarema,BR,-22.92,-42.5103,70.32,75,24,16.98,few clouds
534,Felipe Carrillo Puerto,MX,19.5833,-88.05,75.36,82,99,3.02,overcast clouds
535,Manta,EC,-0.95,-80.7333,73.18,83,90,14.97,overcast clouds
536,Bonavista,CA,48.6499,-53.1147,42.12,89,100,14.27,overcast clouds
537,Galle,LK,6.0367,80.217,79.45,86,100,14.94,light rain
538,Damghan,IR,36.1683,54.348,45.27,41,100,1.5,overcast clouds
539,La Palma,US,33.8464,-118.0467,93.11,46,1,5.01,clear sky
540,Akureyri,IS,65.6835,-18.0878,28.38,80,25,9.78,scattered clouds
541,Takoradi,GH,4.8845,-1.7554,79.18,86,99,6.93,light rain
542,Salinas,US,36.6777,-121.6555,77.0,58,99,6.33,overcast clouds
543,Llanes,ES,43.4198,-4.7549,54.9,80,90,4.18,overcast clouds
544,Yeppoon,AU,-23.1333,150.7333,76.78,59,0,6.73,clear sky
545,Shalinskoye,RU,55.7228,93.7594,28.26,74,79,15.79,broken clouds
546,Hammerfest,NO,70.6634,23.6821,41.45,75,40,12.66,scattered clouds
547,Hasaki,JP,35.7333,140.8333,52.29,73,98,4.99,overcast clouds
548,Natitingou,BJ,10.3042,1.3796,80.46,32,98,2.28,overcast clouds
549,Mayo,US,38.8876,-76.5119,47.3,51,8,8.01,clear sky
550,Deputatskiy,RU,69.3,139.9,0.32,97,100,2.57,light snow
551,Bavly,RU,54.393,53.2602,7.0,97,48,3.51,scattered clouds
552,Lasa,IT,46.6166,10.7002,41.36,86,98,1.32,overcast clouds
553,Porto Belo,BR,-27.1578,-48.5531,70.07,83,52,13.04,broken clouds
554,The Valley,AI,18.217,-63.0578,82.09,73,5,19.35,clear sky
555,Krasnoselkup,RU,65.7,82.4667,-7.26,98,97,11.74,overcast clouds
556,Andros Town,BS,24.7,-77.7667,77.18,70,100,16.28,overcast clouds
557,Bulungu,CD,-4.55,18.6,70.11,96,21,1.57,few clouds
558,Inhambane,MZ,-23.865,35.3833,73.47,85,15,8.84,few clouds
559,Shache,CN,38.4167,77.2406,36.27,38,0,7.14,clear sky
560,Karratha,AU,-20.7377,116.8463,78.1,43,58,6.49,broken clouds
561,Praya,CV,14.9215,-23.5087,75.74,78,40,10.36,scattered clouds
562,Townsville,AU,-19.25,146.8,74.28,94,75,9.22,light intensity shower rain
563,Grootfontein,NA,-19.5667,18.1167,75.34,44,100,10.87,overcast clouds
564,Valparaiso,CL,-33.0393,-71.6273,73.04,44,0,19.57,clear sky
565,Shestakovo,RU,56.4915,103.96,19.15,98,97,3.0,overcast clouds
566,Daru,PG,-9.0763,143.2092,80.96,85,100,5.95,overcast clouds
567,Iralaya,HN,15.0,-83.2333,79.84,83,93,11.07,overcast clouds
568,Kadoma,JP,34.7333,135.5833,53.38,84,59,0.94,broken clouds
569,Uribia,CO,11.7139,-72.266,86.11,54,26,17.67,scattered clouds
570,Luau,AO,-10.7073,22.2247,64.15,89,76,3.06,light rain
571,Kununurra,AU,-15.7667,128.7333,69.78,78,99,1.14,overcast clouds
572,Nizwa,OM,22.9333,57.5333,67.5,44,42,0.56,scattered clouds
573,Xining,CN,36.6167,101.7667,27.84,54,100,2.89,overcast clouds
574,Santander,ES,43.4647,-3.8044,54.3,94,75,3.0,broken clouds
575,Voyinka,UA,45.8699,33.9914,41.0,66,4,15.46,clear sky
576,Semey,KZ,50.4111,80.2275,26.2,75,80,5.68,broken clouds
577,Tambovka,RU,50.0969,128.0489,12.31,92,14,2.1,few clouds
578,Ust-Tsilma,RU,65.441,52.1498,23.0,94,100,9.6,light snow
579,Paamiut,GL,61.994,-49.6678,7.72,73,0,7.4,clear sky
580,Fertoszentmiklos,HU,47.59,16.8752,45.88,88,11,6.89,few clouds
581,Zlobin,HR,45.2924,14.6541,45.7,67,0,17.27,clear sky
582,Agadir,MA,30.4202,-9.5982,63.05,82,0,8.01,clear sky
583,Dudinka,RU,69.4058,86.1778,0.91,95,100,16.67,overcast clouds
584,Shadrinsk,RU,56.0852,63.6335,12.51,93,100,6.87,overcast clouds
585,Norrtalje,SE,59.758,18.705,42.03,83,72,10.18,broken clouds
586,Genhe,CN,50.7833,121.5167,16.56,93,20,3.89,few clouds
587,Kollam,IN,8.8833,76.6,76.87,86,98,1.1,light rain
588,Warnes,BO,-17.5,-63.1667,76.75,78,100,3.51,overcast clouds
589,Uvarovka,RU,55.5278,35.6061,26.65,80,71,6.13,broken clouds
590,Dicabisagan,PH,17.0818,122.4157,77.97,91,94,9.19,moderate rain
591,Constitucion,CL,-35.3333,-72.4167,58.64,59,0,19.6,clear sky
592,Mazagao,BR,-0.115,-51.2894,80.01,76,96,6.11,overcast clouds
593,Saint-Francois,FR,46.4154,3.9054,45.48,90,90,3.44,overcast clouds
594,Matara,LK,5.9485,80.5353,78.06,90,99,12.86,overcast clouds
595,Sal Rei,CV,16.1833,-22.9167,75.76,77,89,9.37,overcast clouds
596,Russkiy Aktash,RU,55.0384,52.1214,20.55,97,37,3.38,scattered clouds
597,Dalby,AU,-27.1833,151.2667,69.33,30,97,4.41,overcast clouds
598,Ardesen,TR,41.1911,40.9875,58.96,80,100,7.45,light rain
599,Yubari,JP,43.0378,141.9578,35.92,79,50,4.34,scattered clouds
600,Raudeberg,NO,61.9875,5.1352,48.87,86,99,8.99,overcast clouds
601,Bull Savanna,JM,17.8868,-77.5902,78.85,79,89,6.31,moderate rain
602,Hearst,CA,49.6835,-83.6665,25.9,89,100,7.56,overcast clouds
603,Puerto Madryn,AR,-42.7692,-65.0385,53.89,53,80,25.61,broken clouds
604,Koltubanovskiy,RU,52.9407,52.0269,11.41,94,15,5.77,few clouds
605,Eyl,SO,7.9803,49.8164,76.32,71,96,7.76,overcast clouds
606,Merrill,US,45.1805,-89.6835,33.98,55,1,6.91,clear sky
607,Galveston,US,29.3669,-94.9669,82.51,72,1,4.0,clear sky
608,Shimoda,JP,34.6667,138.95,58.98,70,1,3.58,clear sky
609,Dondo,MZ,-19.6094,34.7431,71.69,97,6,4.14,clear sky
610,Manitouwadge,CA,49.1215,-85.8403,26.06,73,100,5.86,overcast clouds
611,Laguna,US,38.421,-121.4238,76.64,83,90,0.0,mist
612,Port Hedland,AU,-20.3167,118.5667,71.65,73,90,9.22,overcast clouds
613,Plover,US,44.4564,-89.544,36.45,59,1,1.01,clear sky
614,Axim,GH,4.8699,-2.2405,78.8,86,100,6.2,moderate rain
615,Apodi,BR,-5.6642,-37.7989,81.68,66,51,17.72,broken clouds
616,Cap Malheureux,MU,-19.9842,57.6142,73.89,77,56,1.99,broken clouds
617,Nioro,GM,13.35,-15.75,78.69,63,92,7.14,overcast clouds
618,Kutum,SD,14.2,24.6667,68.52,17,0,7.78,clear sky
619,Nadym,RU,65.5333,72.5167,2.53,91,100,7.29,overcast clouds
620,Abu Samrah,SY,35.3029,37.1841,59.95,50,66,5.26,broken clouds
621,Okhotsk,RU,59.3833,143.3,15.89,92,100,14.18,light snow
622,Winnemucca,US,40.973,-117.7357,64.45,32,1,11.5,clear sky
623,Ibra,OM,22.6906,58.5334,68.22,51,46,4.63,scattered clouds
624,Elizabeth City,US,36.2946,-76.2511,52.02,52,0,1.01,clear sky
625,Kawalu,ID,-7.3817,108.2082,71.51,96,100,0.29,overcast clouds
626,Grindavik,IS,63.8424,-22.4338,36.07,80,75,28.77,light rain
627,Gorontalo,ID,0.5412,123.0595,75.4,91,100,1.68,moderate rain
628,Mugur-Aksy,RU,50.35,90.5,5.4,92,60,4.23,broken clouds
629,Barra,BR,-11.0894,-43.1417,73.81,80,95,3.67,overcast clouds
630,Shenkursk,RU,62.1091,42.896,27.18,90,100,12.86,snow
631,Nemuro,JP,43.3236,145.575,37.99,67,6,8.12,clear sky
632,Lyubech,UA,51.7026,30.6569,33.06,81,21,6.78,few clouds
633,Iquique,CL,-20.2208,-70.1431,66.24,69,66,5.46,broken clouds
634,Josefina,PH,8.2,123.5333,70.36,98,100,2.91,overcast clouds
635,Ozoir-La-Ferriere,FR,48.767,2.6687,44.38,96,90,3.0,mist
636,Dhamtari,IN,20.7072,81.5497,71.53,88,62,5.53,broken clouds
637,Pochutla,MX,15.7432,-96.4661,86.83,58,5,7.43,clear sky
638,Fernley,US,39.608,-119.2518,73.51,19,100,12.77,overcast clouds
639,Grass Valley,US,39.2191,-121.0611,69.53,49,1,1.01,clear sky
640,Volterra,IT,43.4003,10.86,55.51,92,96,6.49,overcast clouds
641,Denpasar,ID,-8.65,115.2167,76.71,88,100,2.01,overcast clouds
642,Tsuruoka,JP,38.7217,139.8217,50.14,71,100,5.79,overcast clouds
643,San Rafael,AR,-34.6177,-68.3301,69.44,24,0,27.49,clear sky
644,Ocampo,MX,21.65,-101.5,63.95,22,23,13.96,few clouds
645,Cegrane,MK,41.8389,20.9758,43.36,94,91,1.54,overcast clouds
646,Loiza,PR,18.4313,-65.8802,82.36,83,14,11.9,few clouds
647,Shubarshi,KZ,48.5872,57.1869,29.08,97,100,4.45,light snow
648,Buchanan,LR,5.8808,-10.0467,79.47,80,89,3.94,overcast clouds
649,Filadelfia,US,39.9523,-75.1638,47.14,57,31,5.01,scattered clouds
650,Tiznit,MA,29.5833,-9.5,55.13,81,5,1.57,clear sky
651,Tambacounda,SN,13.7539,-13.7586,86.7,28,95,4.12,overcast clouds
652,Kallifitos,GR,41.1667,24.2167,51.91,76,98,4.45,overcast clouds
653,Alyangula,AU,-13.8483,136.4192,84.78,47,92,14.83,overcast clouds
654,Lingao,CN,19.9103,109.6859,72.9,84,93,11.43,overcast clouds
655,Tinca,RO,46.7749,21.9316,37.51,75,27,3.33,scattered clouds
656,Sorong,ID,-0.8833,131.25,77.77,87,100,6.02,overcast clouds
657,Pangai,TO,-19.8,-174.35,82.51,54,20,13.8,few clouds
658,Sampit,ID,-2.5333,112.95,73.0,95,99,1.41,overcast clouds
659,San Pedro,PH,14.35,121.0167,82.15,82,100,9.17,overcast clouds
660,Nhulunbuy,AU,-12.2333,136.7667,83.01,61,40,10.36,scattered clouds
661,Margate,GB,51.3813,1.3862,51.69,81,93,1.99,overcast clouds
662,Betioky,MG,-23.7167,44.3833,69.93,66,0,9.82,clear sky
663,Mackenzie,CA,55.2999,-123.1698,30.42,86,90,8.05,light snow
664,Gien,FR,47.6933,2.6309,44.51,98,100,3.74,overcast clouds
665,Tacuarembo,UY,-31.7333,-55.9833,77.18,64,88,7.34,overcast clouds
666,Acapulco,MX,16.8634,-99.8901,83.1,61,15,5.79,few clouds
667,Kitimat,CA,54.0524,-128.6534,40.91,46,89,1.99,light rain
668,Karlshamn,SE,56.1706,14.8619,43.29,72,100,4.25,overcast clouds
669,Manggar,ID,-2.8833,108.2667,78.53,84,100,3.71,overcast clouds
670,Nueva Loja,EC,0.0847,-76.8828,82.17,78,78,1.83,broken clouds
671,Sisimiut,GL,66.9395,-53.6735,15.01,85,99,2.62,overcast clouds
672,Okha,RU,53.5739,142.9478,24.66,89,100,16.04,light snow
673,Srednekolymsk,RU,67.45,153.6833,8.53,96,100,6.17,light snow
674,Sibu,MY,2.3,111.8167,75.51,94,40,1.99,scattered clouds
675,Maun,BW,-19.9833,23.4167,80.73,35,68,5.14,broken clouds
676,Kieta,PG,-6.2167,155.6333,83.19,73,97,3.47,overcast clouds
677,Rafai,CF,4.95,23.9167,68.7,97,100,2.26,overcast clouds
678,Heze,CN,35.2431,115.4411,43.63,85,3,6.73,clear sky
679,Melsomvik,NO,59.2239,10.3447,47.21,99,75,11.5,drizzle
680,Melilla,ES,35.2937,-2.9383,59.38,72,0,3.44,clear sky
681,Rockland,US,41.1668,-74.0496,46.72,62,48,1.01,scattered clouds
682,Kampong Thum,KH,12.7111,104.8887,72.39,97,77,2.89,broken clouds
683,Lesosibirsk,RU,58.2358,92.4828,20.73,98,99,1.39,light snow
684,Uyemskiy,RU,64.4743,40.8524,28.45,93,90,11.18,shower snow
685,Santa Cruz,BO,-17.8,-63.1667,73.45,88,75,5.75,broken clouds
686,Dwarka,IN,22.2394,68.9678,77.09,45,96,8.68,overcast clouds
687,Qasigiannguit,GL,68.8193,-51.1922,14.25,92,98,4.99,overcast clouds
688,Ushtobe,KZ,45.2514,77.9838,34.65,64,100,5.91,overcast clouds
689,Neuquen,AR,-38.9516,-68.0591,64.29,20,37,23.2,scattered clouds
